WKT,uniqueid,start_nid,end_nid,oneway,osmid,length,type,lanes,maxspeed,capacity,fft
"LINESTRING (-122.2392356 37.8462888,-122.2391749 37.8463134,-122.2391207 37.8463237,-122.2390802 37.8463202,-122.2389849 37.846277,-122.2389122 37.8462557,-122.2385062 37.8461704,-122.2382359 37.8461114,-122.2381891 37.8461151,-122.2381438 37.8461366,-122.2381224 37.8461694,-122.2381221 37.8462075,-122.2381423 37.8462411,-122.2381675 37.8462621,-122.2381985 37.8462745,-122.2383177 37.8463186,-122.2383702 37.846349,-122.2384054 37.8463903,-122.238732 37.8470057)","2036","86","719","0","6388265",216.956,residential,"1","30","900",16.1772518213333
"LINESTRING (-122.2494658 37.8529329,-122.2493751 37.8528791,-122.249349 37.8528638,-122.2492758 37.8528024,-122.249211 37.8527248,-122.249007 37.8524713,-122.2489487 37.8524012,-122.2488715 37.8523367,-122.2487743 37.8522794,-122.2486616 37.852225,-122.2483994 37.8521371)","2037","721","720","0","6388269",132.373,residential,"1","25","900",11.8444183448
"LINESTRING (-122.2494658 37.8529329,-122.2498909 37.8524023,-122.2499309 37.8523526,-122.2499744 37.8522987)","2038","215","720","0","785854260",83.469,secondary,"4","25","2401",7.4686057944
"LINESTRING (-122.2494658 37.8529329,-122.2494236 37.8529828,-122.2493798 37.8530345)","2039","132","720","0","785854260",13.588,secondary,"4","25","2401",1.2158216288
"LINESTRING (-122.2483994 37.8521371,-122.2486616 37.852225,-122.2487743 37.8522794,-122.2488715 37.8523367,-122.2489487 37.8524012,-122.249007 37.8524713,-122.249211 37.8527248,-122.2492758 37.8528024,-122.249349 37.8528638,-122.2493751 37.8528791,-122.2494658 37.8529329)","2040","720","721","0","6388269",132.373,residential,"1","25","900",11.8444183448
"LINESTRING (-122.2594141 37.8459829,-122.2595529 37.8466891)","2041","631","722","0","6388394",79.466,residential,"1","30","900",5.92535580133333
"LINESTRING (-122.2594141 37.8459829,-122.2592785 37.8452748)","2042","709","722","0","6388394",79.632,residential,"1","30","900",5.937733536
"LINESTRING (-122.2594141 37.8459829,-122.2582032 37.846143)","2043","327","722","0","6407668",107.805,residential,"1","30","900",8.03844389
"LINESTRING (-122.2594141 37.8459829,-122.2607176 37.8458127,-122.2611421 37.8457573)","2044","587","722","0","6407668",153.79,residential,"1","30","900",11.4673000866667
"LINESTRING (-122.2317535 37.8531396,-122.2317958 37.8532002,-122.2320778 37.8536039)","2045","318","723","0","6388555",58.959,residential,"1","30","900",4.396258182
"LINESTRING (-122.2317535 37.8531396,-122.2317756 37.8531359,-122.2317951 37.8531299,-122.2318121 37.8531214,-122.2318268 37.8531106,-122.2318714 37.853054,-122.2318801 37.8530367,-122.2318819 37.8530188,-122.2318797 37.8530035,-122.2318747 37.8529888,-122.2318667 37.852975,-122.2318557 37.8529629,-122.2318426 37.852953,-122.2318291 37.8529451)","2046","723","817","1","10605997",28.644,residential,"1","30","900",2.135830312
"LINESTRING (-122.2317535 37.8531396,-122.2316605 37.8531796,-122.231617 37.8532084,-122.2312895 37.8533481,-122.2311723 37.8531806,-122.2312233 37.8529412,-122.2311831 37.8527146)","2047","1481","723","0","570465057",120.68,service,"1","30","900",8.99846397333333
"LINESTRING (-122.2340472 37.8553945,-122.2338125 37.8553448,-122.2335805 37.8553236)","2048","284","724","0","6390238",41.839,residential,"1","30","900",3.11971108866667
"LINESTRING (-122.2096601 37.8404386,-122.2095604 37.8405995,-122.2094174 37.8408966,-122.2093546 37.8411755,-122.2092982 37.8413695,-122.2092649 37.8414302,-122.2092316 37.841478)","2049","642","725","0","28867447",122.315,tertiary,"1","30","900",9.12037720333333
"LINESTRING (-122.2387984 37.8492739,-122.23885 37.8492272,-122.2388615 37.8491567,-122.2388347 37.8490529,-122.2387543 37.8489068,-122.2385665 37.8486505)","2050","544","726","0","6390702",77.213,residential,"1","30","900",5.75736160733333
"LINESTRING (-122.2288218 37.8621829,-122.2287568 37.8624513)","2051","510","727","0","6391215",30.385,residential,"1","30","900",2.26564739666667
"LINESTRING (-122.2288218 37.8621829,-122.2288788 37.8620579,-122.2289606 37.8620034,-122.2290834 37.861978,-122.2293026 37.8619478,-122.229566 37.861827,-122.230109 37.861649,-122.230723 37.861478,-122.230911 37.861397,-122.2310084 37.8613506,-122.2311057 37.8612914)","2052","716","727","0","6391215",229.934,residential,"1","30","900",17.1449520653333
"LINESTRING (-122.2288218 37.8621829,-122.2284517 37.8622003,-122.2282753 37.8621326)","2053","810","727","0","1148942513",49.766,residential,"1","30","900",3.71078520133333
"LINESTRING (-122.2330356 37.8608742,-122.2327888 37.8609589,-122.2326024 37.8610912,-122.2323489 37.861213,-122.2321317 37.8612723)","2054","256","728","0","6391217",91.857,residential,"1","30","900",6.849286586
"LINESTRING (-122.2330356 37.8608742,-122.2326051 37.8612765,-122.2325354 37.8613792,-122.232534 37.8614597,-122.2325662 37.8615614,-122.2327164 37.8616958,-122.2329739 37.8618059)","2055","494","728","0","6391621",137.763,residential,"1","30","900",10.272252174
"LINESTRING (-122.2330356 37.8608742,-122.233486 37.86074,-122.23441 37.8605203,-122.2345321 37.8604706,-122.2345991 37.8604102,-122.2346782 37.86028)","2056","220","728","0","6391624",164.023,residential,"1","30","900",12.2303203206667
"LINESTRING (-122.2201425 37.8429811,-122.2203725 37.8420197,-122.2204172 37.8418766)","2057","418","729","0","6391420",125.183,service,"1","30","900",9.33422866733333
"LINESTRING (-122.2403626 37.8594668,-122.2403742 37.8596584,-122.2404439 37.8598368,-122.2405673 37.8600342,-122.2405995 37.8601507,-122.2405788 37.8602109,-122.2405364 37.860265)","2058","731","730","0","6392846",93.835,residential,"1","30","900",6.99677549666667
"LINESTRING (-122.2405364 37.860265,-122.2405788 37.8602109,-122.2405995 37.8601507,-122.2405673 37.8600342,-122.2404439 37.8598368,-122.2403742 37.8596584,-122.2403626 37.8594668)","2059","730","731","0","6392846",93.835,residential,"1","30","900",6.99677549666667
"LINESTRING (-122.2405364 37.860265,-122.2404734 37.8603265,-122.2403957 37.8603741,-122.2401658 37.8604441,-122.2399613 37.8604843,-122.2397249 37.8605948,-122.2395259 37.8606592)","2060","1712","731","0","6392850",100.561,residential,"1","30","900",7.49829744466667
"LINESTRING (-122.2405364 37.860265,-122.2404844 37.8602286,-122.239713 37.8596888,-122.2394536 37.8595465,-122.2390848 37.8593697,-122.2389172 37.8592417)","2061","492","731","0","6403950",182.673,residential,"1","30","900",13.620951354
"LINESTRING (-122.2384662 37.8611646,-122.2385739 37.8610526,-122.2386966 37.8609549,-122.2388832 37.8608282,-122.2391204 37.860748,-122.2392967 37.8607188,-122.2395259 37.8606592)","2062","1712","732","0","6392850",112.193,residential,"1","30","900",8.36563364733333
"LINESTRING (-122.258299 37.8497466,-122.2569803 37.8499186,-122.2568849 37.8499311)","2063","253","733","0","6393512",125.845,residential,"1","30","900",9.38359047666667
"LINESTRING (-122.258299 37.8497466,-122.2584403 37.8503492,-122.2584489 37.8503857,-122.2584691 37.8504718)","2064","699","733","0","6406091",82.01,residential,"1","30","900",6.11504831333333
"LINESTRING (-122.258299 37.8497466,-122.2582866 37.8496831,-122.2581622 37.849042)","2065","625","733","0","6406091",79.263,residential,"1","30","900",5.910219174
"LINESTRING (-122.2591696 37.8496345,-122.2601392 37.8495106,-122.2604638 37.8494691,-122.2606301 37.8494466)","2066","584","734","0","6393517",129.927,residential,"1","30","900",9.687963446
"LINESTRING (-122.2129249 37.8449814,-122.2129544 37.8453266,-122.2129437 37.845423,-122.2130121 37.8456157,-122.2130724 37.8458794,-122.2130939 37.8461082,-122.2132147 37.8463683,-122.2134466 37.8466694,-122.2134788 37.846769,-122.2134614 37.8469533,-122.2133903 37.8472837)","2067","171","735","0","6393711",266.031,residential,"1","30","900",19.836512838
"LINESTRING (-122.2538614 37.8751025,-122.2541913 37.8752124)","2068","1368","736","0","1033362956",31.429,unclassified,"2","25","1800",2.8121914904
"LINESTRING (-122.2538614 37.8751025,-122.2536281 37.8750069,-122.2535322 37.8749654,-122.2530746 37.8747407,-122.2529802 37.8746965,-122.2529103 37.8746577,-122.2528467 37.8746088,-122.2527205 37.8744623,-122.2527006 37.8744389,-122.2526722 37.8744055,-122.2525865 37.8743507,-122.2524966 37.8743249,-122.2524062 37.8743278,-122.25233 37.8743447,-122.2522586 37.8743835,-122.2522074 37.8744252,-122.2521801 37.8744764,-122.2521745 37.8745312,-122.2521816 37.874595,-122.2522124 37.8746542,-122.2522572 37.8747048,-122.2523466 37.8747662,-122.2526106 37.8749025,-122.2526317 37.8749134,-122.2528306 37.8750494)","2069","1697","736","0","1163352423",276.027,unclassified,"2","15","1800",41.163722492
"LINESTRING (-122.2469426 37.8491055,-122.2466831 37.8492039)","2070","738","737","0","28867363",25.276,tertiary,"2","30","1800",1.88469651466667
"LINESTRING (-122.2469426 37.8491055,-122.2472057 37.8494499,-122.2474506 37.8497702)","2071","664","737","0","6395967",86.328,residential,"1","30","900",6.437018544
"LINESTRING (-122.2469426 37.8491055,-122.2470418 37.8490679,-122.2476336 37.8488348)","2072","646","737","0","28867363",67.73,tertiary,"2","30","1800",5.05026487333333
"LINESTRING (-122.2466831 37.8492039,-122.2459046 37.849514)","2073","323","738","0","28867363",76.559,tertiary,"2","30","1800",5.70859631533333
"LINESTRING (-122.2466831 37.8492039,-122.2469426 37.8491055)","2074","737","738","0","28867363",25.276,tertiary,"2","30","1800",1.88469651466667
"LINESTRING (-122.2466831 37.8492039,-122.2466355 37.8491425,-122.245795 37.8480581,-122.2457431 37.8479912)","2075","537","738","0","6395970",158.1,residential,"1","30","900",11.7886738
"LINESTRING (-122.2268837 37.8544626,-122.2272108 37.8542192,-122.2272998 37.8541335,-122.2273878 37.8540256,-122.2274653 37.8538986,-122.2275179 37.8537866)","2076","740","739","0","6396754",95.014,residential,"1","30","900",7.08468723866667
"LINESTRING (-122.2268837 37.8544626,-122.2268192 37.8543998,-122.2267555 37.8543452,-122.2264833 37.8541589,-122.2264562 37.8541404)","2077","157","739","0","6406151",52.018,tertiary,"1","30","900",3.87870483066667
"LINESTRING (-122.2268837 37.8544626,-122.2269384 37.8545304,-122.2269709 37.8545802,-122.2269861 37.8546035,-122.2270267 37.8546839,-122.2272107 37.8551191,-122.227259 37.8552089,-122.2273265 37.855296,-122.2274037 37.8553726)","2078","599","739","0","6406151",111.81,tertiary,"1","30","900",8.33707538
"LINESTRING (-122.2275179 37.8537866,-122.2275423 37.8536678,-122.2275633 37.853536,-122.2275694 37.8533803,-122.2275798 37.8531948,-122.2275979 37.8531325,-122.2276341 37.8530609,-122.2276511 37.8529861,-122.2276698 37.8528417,-122.2276811 37.8527526)","2079","226","740","0","6396754",116.349,residential,"1","30","900",8.675524402
"LINESTRING (-122.2275179 37.8537866,-122.2274653 37.8538986,-122.2273878 37.8540256,-122.2272998 37.8541335,-122.2272108 37.8542192,-122.2268837 37.8544626)","2080","739","740","0","6396754",95.014,residential,"1","30","900",7.08468723866667
"LINESTRING (-122.2275179 37.8537866,-122.2276079 37.8538233,-122.2276643 37.8538488,-122.2277092 37.853888,-122.2277359 37.8539289,-122.2277731 37.8540004,-122.2277886 37.85411,-122.2277965 37.8542676)","2081","960","740","0","6401330",63.988,residential,"1","30","900",4.77124389066667
"LINESTRING (-122.2581283 37.8521245,-122.2579701 37.8513531)","2082","237","741","0","209307271",86.893,residential,"1","25","900",7.7749770968
"LINESTRING (-122.2581283 37.8521245,-122.2587953 37.8520303,-122.2591342 37.8521715,-122.2597012 37.8520998,-122.2597778 37.8520902)","2083","1497","741","0","6397312",150.363,residential,"1","30","900",11.211766974
"LINESTRING (-122.2581283 37.8521245,-122.2583481 37.8531192,-122.2583564 37.8531855)","2084","569","741","0","209307271",119.685,residential,"1","25","900",10.709126556
"LINESTRING (-122.2460267 37.8571959,-122.2461296 37.8572491,-122.2462325 37.8573022,-122.2463032 37.8573346,-122.2464728 37.8573835,-122.2465758 37.8574242,-122.2466359 37.8574649,-122.2466874 37.8575191,-122.2467303 37.8575868,-122.2467475 37.8576546,-122.2467749 37.8578478,-122.2467794 37.8578875)","2085","1255","742","0","6398666",111.371,residential,"1","25","900",9.9652097896
"LINESTRING (-122.2460267 37.8571959,-122.2463242 37.8568175,-122.246654 37.8564181)","2086","134","742","0","785854260",102.54,secondary,"4","25","2401",9.175033104
"LINESTRING (-122.2460267 37.8571959,-122.2459886 37.8572428,-122.2455692 37.8577607)","2087","1682","742","0","785854260",74.549,secondary,"4","25","2401",6.6704656024
"LINESTRING (-122.247288 37.8606191,-122.2473087 37.860766,-122.2473339 37.8609686,-122.2476875 37.860971,-122.2486354 37.8609179,-122.2487085 37.8609195,-122.2489235 37.8609373,-122.2492015 37.8609177,-122.2492963 37.8609119,-122.2493379 37.8609214,-122.2493848 37.8609394,-122.249418 37.8609415,-122.249468 37.8609214,-122.2495122 37.860878,-122.2495391 37.860861,-122.2495949 37.8608601,-122.2496633 37.8608897,-122.2497295 37.8609044,-122.24981 37.860896,-122.2498623 37.8608737,-122.249898 37.8608643,-122.2499565 37.8608726,-122.2509512 37.8608104,-122.2510016 37.8608073,-122.2510947 37.8608015)","2088","296","743","0","89918882",376.119,"['residential', 'service']","1","25","900",33.6542254344
"LINESTRING (-122.247288 37.8606191,-122.247109 37.8606318,-122.2468314 37.8606546,-122.2467241 37.8607033)","2089","754","743","0","6405159",51.145,residential,"1","25","900",4.576331852
"LINESTRING (-122.247288 37.8606191,-122.2472163 37.8597851,-122.2472094 37.8596994)","2090","704","743","0","435129988",102.499,residential,"2","25","1800",9.1713645224
"LINESTRING (-122.2624726 37.8431022,-122.2626432 37.8418523)","2091","43","744","0","6403412",139.788,residential,"1","30","900",10.423245624
"LINESTRING (-122.2624726 37.8431022,-122.2625675 37.843084,-122.2643128 37.8427471,-122.2648332 37.8426403)","2092","557","744","0","6399327",213.557,residential,"1","30","900",15.9238065193333
"LINESTRING (-122.2624726 37.8431022,-122.2623766 37.8431152,-122.2622138 37.8431108,-122.2620335 37.8430972,-122.2615216 37.843051)","2093","591","744","0","6399327",84.004,residential,"1","30","900",6.26373025866667
"LINESTRING (-122.2624726 37.8431022,-122.2624412 37.8433256,-122.2624433 37.8435496,-122.2625003 37.8438209)","2094","656","744","0","6403412",80.482,residential,"1","30","900",6.00111350266667
"LINESTRING (-122.2484821 37.8680727,-122.2485066 37.8680643,-122.2485555 37.8680661,-122.2489466 37.8682576,-122.2490712 37.868332,-122.2491854 37.8684346,-122.2492812 37.8685238,-122.2494409 37.8686733,-122.2494898 37.8687032,-122.2495166 37.868728,-122.2495654 37.8687889,-122.2496439 37.8689041,-122.2496769 37.8689535,-122.2496935 37.8690026,-122.2497243 37.8691493,-122.2497429 37.8692666,-122.2497631 37.8693935)","2095","12","745","0","1226669336",198.065,residential,"1","25","900",17.722380844
"LINESTRING (-122.2484821 37.8680727,-122.2484747 37.8681056,-122.248497 37.8681415,-122.2486791 37.8683564,-122.2487083 37.8684108,-122.2487233 37.8684603,-122.2487457 37.8686118,-122.2487597 37.8686799,-122.2487924 37.8687846,-122.2488936 37.869099,-122.2489412 37.8692395,-122.24895 37.8692662,-122.2489442 37.8693039,-122.2489252 37.8693405)","2096","15","745","0","6399404",149.694,residential,"1","25","900",13.3942598544
"LINESTRING (-122.2484821 37.8680727,-122.2484081 37.8679987,-122.2483351 37.867942,-122.2482659 37.8678883,-122.2481363 37.8678178,-122.2480086 37.8678143,-122.2478163 37.8678274)","2097","1385","745","0","243444009",69.966,"['residential', 'service']","1","25","900",6.2603897616
"LINESTRING (-122.2328536 37.8494851,-122.2330635 37.8494208,-122.2340269 37.8493896,-122.2341576 37.8493842,-122.2343271 37.8493932,-122.2345255 37.8494451,-122.2347441 37.8495304)","2098","92","746","0","28867362",170.595,residential,"1","25","900",15.264431172
"LINESTRING (-122.2603538 37.8760315,-122.2602623 37.8760436,-122.2600075 37.876075)","2099","1658","747","0","23089172",30.778,residential,"1","25","900",2.7539415728
"LINESTRING (-122.2603538 37.8760315,-122.260434 37.876021,-122.2607345 37.8759794)","2100","1224","747","0","23089172",33.913,residential,"1","25","900",3.0344538488
"LINESTRING (-122.2603538 37.8760315,-122.2603402 37.8759652,-122.2602582 37.8756072,-122.2601863 37.8752376,-122.2601712 37.8751589,-122.260158 37.8750805)","2101","290","747","0","1158939259",107.145,tertiary,"2","25","1800",9.587077452
"LINESTRING (-122.2603538 37.8760315,-122.2603673 37.8760974,-122.2603914 37.8762157,-122.2604171 37.8763417,-122.2604435 37.8764715,-122.2605186 37.8768401,-122.2605286 37.8768892,-122.2605419 37.8769518)","2102","628","747","0","1158939259",103.656,tertiary,"2","25","1800",9.2748901056
"LINESTRING (-122.2585161 37.8762692,-122.2584601 37.8762769,-122.2577932 37.8763669,-122.2574362 37.8764151)","2103","1092","748","0","23089172",96.161,residential,"1","25","900",8.6042554936
"LINESTRING (-122.2585161 37.8762692,-122.258591 37.8762594,-122.2591209 37.8761904,-122.2595775 37.876131)","2104","1028","748","0","23089172",94.419,residential,"1","25","900",8.4483855144
"LINESTRING (-122.2585161 37.8762692,-122.25851 37.8762111,-122.2584646 37.8759904,-122.2583372 37.8753871,-122.258324 37.8753287)","2105","30","748","0","227756442",105.951,residential,"1","25","900",9.4802411976
"LINESTRING (-122.2585161 37.8762692,-122.2585271 37.8763295,-122.2585561 37.876489)","2106","1222","748","0","227756442",24.691,residential,"1","25","900",2.2092914216
